symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2023-07-28,4516.20,4400.10,0.0260,0.0190,0.0191,0.3649
ADANIPORTS,2023-07-28,755.70,743.75,0.0159,0.0273,0.0273,0.5216
BEL,2023-07-28,130.15,127.25,0.0225,0.0185,0.0185,0.3534
BOSCHLTD,2023-07-28,18953.00,18885.70,0.0036,0.0147,0.0147,0.2808
CUMMINSIND,2023-07-28,1955.05,1922.80,0.0166,0.0168,0.0168,0.3210
DIXON,2023-07-28,4063.65,4050.35,0.0033,0.0240,0.0239,0.4566
DLF,2023-07-28,515.60,506.80,0.0172,0.0208,0.0208,0.3974
DMART,2023-07-28,3713.95,3693.30,0.0056,0.0174,0.0173,0.3305
HAL,2023-07-28,3928.90,3852.95,0.0195,0.0203,0.0203,0.3878
HINDALCO,2023-07-28,451.50,451.40,0.0002,0.0218,0.0217,0.4146
INDHOTEL,2023-07-28,391.65,384.95,0.0173,0.0198,0.0198,0.3783
INDIGO,2023-07-28,2616.95,2549.85,0.0260,0.0189,0.0189,0.3611
LT,2023-07-28,2649.55,2660.25,-0.0040,0.0141,0.0141,0.2694
MANAPPURAM,2023-07-28,137.95,139.05,-0.0079,0.0250,0.0250,0.4776
MARUTI,2023-07-28,9670.30,9753.45,-0.0086,0.0141,0.0140,0.2675
PAYTM,2023-07-28,762.90,779.55,-0.0216,0.0284,0.0283,0.5407
PGEL,2023-07-28,1516.50,1469.10,0.0318,0.0272,0.0272,0.5197
SBIN,2023-07-28,616.05,616.55,-0.0008,0.0158,0.0157,0.2999
SUZLON,2023-07-28,18.05,17.85,0.0111,0.0396,0.0395,0.7546
TRENT,2023-07-28,1730.70,1709.10,0.0126,0.0183,0.0183,0.3496
