symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-07-07,318301,136747,42.96
BEL,EQ,2009-07-07,61239,39062,63.79
BOSCHLTD,EQ,2009-07-07,1742,1319,75.72
CUMMINSIND,EQ,2009-07-07,151300,134093,88.63
DLF,EQ,2009-07-07,17682445,1748332,9.89
HINDALCO,EQ,2009-07-07,4275047,1295034,30.29
INDHOTEL,EQ,2009-07-07,922945,392671,42.55
INDHOTEL,N4,2009-07-07,340,135,39.71
INDHOTEL,W1,2009-07-07,1201,600,49.96
LT,EQ,2009-07-07,3430775,1362342,39.71
MARUTI,EQ,2009-07-07,719619,341043,47.39
SBIN,EQ,2009-07-07,3562259,1671329,46.92
SUZLON,EQ,2009-07-07,46628097,5737381,12.30
TRENT,EQ,2009-07-07,2157,1815,84.14
TRENT,W1,2009-07-07,2300,2200,95.65
