symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-07-15,273220,79635,29.15
BEL,EQ,2009-07-15,29708,16214,54.58
BOSCHLTD,EQ,2009-07-15,2798,2223,79.45
CUMMINSIND,EQ,2009-07-15,944039,907857,96.17
DLF,EQ,2009-07-15,14870597,2287286,15.38
HINDALCO,EQ,2009-07-15,6249551,1880717,30.09
INDHOTEL,EQ,2009-07-15,1406077,599789,42.66
INDHOTEL,W1,2009-07-15,1620,1520,93.83
LT,EQ,2009-07-15,2476168,767901,31.01
MARUTI,EQ,2009-07-15,488421,228712,46.83
SBIN,EQ,2009-07-15,1426353,337535,23.66
SUZLON,EQ,2009-07-15,58400112,9966373,17.07
TRENT,EQ,2009-07-15,1838,572,31.12
