symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-07-30,949136,681196,71.77
BEL,EQ,2009-07-30,66308,32299,48.71
BOSCHLTD,EQ,2009-07-30,1971,1456,73.87
CUMMINSIND,EQ,2009-07-30,307044,193722,63.09
DLF,EQ,2009-07-30,14563513,1816129,12.47
HINDALCO,EQ,2009-07-30,9809972,3108246,31.68
INDHOTEL,EQ,2009-07-30,1538528,432591,28.12
INDHOTEL,N4,2009-07-30,630,559,88.73
INDHOTEL,W1,2009-07-30,386,367,95.08
LT,EQ,2009-07-30,2311886,1016333,43.96
MARUTI,EQ,2009-07-30,954939,607162,63.58
SBIN,EQ,2009-07-30,3545485,1387374,39.13
SUZLON,EQ,2009-07-30,47803705,10932829,22.87
TRENT,EQ,2009-07-30,10052,9921,98.70
TRENT,W1,2009-07-30,50,0,0.00
