symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2018-10-30,1208.20,1230.75,-0.0185,0.0156,,0.3019
ADANIPORTS,2018-10-30,322.60,326.40,-0.0117,0.0303,,0.5636
BEL,2018-10-30,89.85,86.40,0.0392,0.0339,,0.6534
BOSCHLTD,2018-10-30,19738.80,18690.50,0.0546,0.0242,,0.5158
CUMMINSIND,2018-10-30,673.30,676.40,-0.0046,0.0229,,0.4241
DIXON,2018-10-30,2080.05,2102.20,-0.0106,0.0214,,0.3993
DLF,2018-10-30,161.85,164.45,-0.0159,0.0395,,0.7355
DMART,2018-10-30,1273.60,1291.25,-0.0138,0.0334,,0.6228
HAL,2018-10-30,755.10,750.20,0.0065,0.0193,,0.3592
HINDALCO,2018-10-30,223.90,224.15,-0.0011,0.0295,,0.5464
INDHOTEL,2018-10-30,127.00,126.85,0.0012,0.0238,,0.4413
INDIGO,2018-10-30,882.40,884.40,-0.0023,0.0348,,0.6438
LT,2018-10-30,1271.25,1261.30,0.0079,0.0178,,0.3324
MANAPPURAM,2018-10-30,75.90,75.30,0.0079,0.0273,,0.5063
MARUTI,2018-10-30,6697.00,6798.70,-0.0151,0.0214,,0.4031
PGEL,2018-10-30,109.45,109.85,-0.0036,0.0581,,1.0756
SBIN,2018-10-30,273.15,267.90,0.0194,0.0301,,0.5655
SUZLON,2018-10-30,6.25,6.30,-0.0080,0.0381,,0.7069
TRENT,2018-10-30,324.05,326.20,-0.0066,0.0187,,0.3477
