symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2023-02-13,1255147,266488,21.23
ADANIPORTS,EQ,2023-02-13,19528545,3497765,17.91
BEL,EQ,2023-02-13,13582939,8629233,63.53
BOSCHLTD,EQ,2023-02-13,16189,5418,33.47
CUMMINSIND,EQ,2023-02-13,519389,125726,24.21
DIXON,EQ,2023-02-13,315713,77186,24.45
DLF,EQ,2023-02-13,3030923,1142089,37.68
DMART,EQ,2023-02-13,252484,169191,67.01
HAL,EQ,2023-02-13,1128674,350394,31.04
HINDALCO,EQ,2023-02-13,6437475,2469629,38.36
INDHOTEL,EQ,2023-02-13,1552198,743880,47.92
INDIGO,EQ,2023-02-13,420872,238478,56.66
LT,EQ,2023-02-13,2978938,1754014,58.88
MANAPPURAM,EQ,2023-02-13,4051536,1348188,33.28
MARUTI,EQ,2023-02-13,253037,128066,50.61
PAYTM,EQ,2023-02-13,9923535,2598156,26.18
PGEL,EQ,2023-02-13,124321,77942,62.69
SBIN,EQ,2023-02-13,18488732,9084653,49.14
SUZLON,EQ,2023-02-13,45209836,13788178,30.50
TRENT,EQ,2023-02-13,338292,126685,37.45
